Sample_ID,Region,Depth,Month,Year,Site_ID,Lat,Long,Sorting_Method,WGA_Approach,Status,Primary_Tax_Method,Target_Region,Taxonomy,Plot_Taxa,Cluster_ID,O2_Content,Oxy_Type,OMZ_Phenotype,Topography,Completeness,Contamination,Strain_heterogeneity,Assembly_Length,Assembly_Length_MBP,Number_of_contigs,N50_Contigs,Mean_contig_length_(bp),Longest_contig_(bp),GC,Temperature_(ºC),Salinity_(psu),[O2]_(uM),[NO3-]_(uM),[NO2-]_(uM),[NH3]_(uM)
AG-404-C11,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured marine microorganism,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-C16,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured marine microorganism,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-C22,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade IV;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-C23,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-D03,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-D10,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-D14,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Cyanobacteria;Oxyphotobacteria;Synechococcales;Cyanobiaceae;Prochlorococcus MIT9313;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-D18,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-D19,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Cyanobacteria;Oxyphotobacteria;Synechococcales;Cyanobiaceae;Prochlorococcus MIT9313;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-E02,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-E05,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade IV;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-E07,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;PB19;uncultured deep-sea bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-E09,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Parahaliea;uncultured gamma proteobacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-E17,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Cyanobacteria;Oxyphotobacteria;Synechococcales;Cyanobiaceae;Prochlorococcus MIT9313;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-E18,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured marine microorganism,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-E19,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Cyanobacteria;Oxyphotobacteria;Synechococcales;Cyanobiaceae;Prochlorococcus MIT9313;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-E20,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-F02,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-F06,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;uncultured bacterium HF0010_31F02,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-F09,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured marine microorganism,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-F14,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-F21,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;uncultured alpha proteobacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-F23,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-G02,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured delta proteobacterium HF0130_19C20,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-G03,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-G11,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured marine bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-G18,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;uncultured Rhodobacteraceae bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-G19,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-G21,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;OCS116 clade;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-G22,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-I07,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-I08,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-I09,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;unidentified marine bacterioplankton,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-I10,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-I11,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-I14,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-I18,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;uncultured marine bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-I19,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;AT-s3-44;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-I20,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade IV;uncultured marine microorganism,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-I22,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-J05,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;uncultured Cryomorphaceae bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-J06,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-J10,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-J13,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured marine bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-J17,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured marine microorganism,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-J18,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Marinimicrobia (SAR406 clade);uncultured Fibrobacteres/Acidobacteria group bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-J20,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-J23,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-K03,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-K04,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-K07,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;marine metagenome,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-K11,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-K13,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Piscirickettsiales;Piscirickettsiaceae;Candidatus Endoecteinascidia;uncultured marine bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-K15,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;uncultured marine bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-L04,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-L08,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-L09,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-L13,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-L15,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Cyanobacteria;Oxyphotobacteria;Synechococcales;Cyanobiaceae;Prochlorococcus MIT9313;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-L16,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-L18,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;uncultured marine microorganism,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-M02,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-M06,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-M08,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-M13,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-N02,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-N03,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-N05,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-N08,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;uncultured bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-N11,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;marine metagenome,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,22.0068,35.3387,219.3,NaN,NaN,NaN
AG-404-N13,NPSG,100,Nov,2009,NPSG_100_Nov_2009,22.75,-158,DNA,WGA-X,Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured marine bacterium,,,219.3,Oxic,Open_Ocean_OMZ,Open_Ocean,84.44,0,0,1166071,1.166071,40,76429,29151,176577,28.57,22.0068,35.3387,219.3,NaN,NaN,NaN
